	id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1426134930480787466		1426125267735511040	2021-08-13 16:23:58 IST	2021-08-13	16:23:58	530	244152252	_mukul	Mukul		#Indirapuram, just 2.5 kms stretch, will solve the daily woes.	en	[]	[]	[]	0	0	0	['indirapuram']	[]	https://twitter.com/_Mukul/status/1426134930480787466	False		0								[]				
1426130745672691721		1426125267735511040	2021-08-13 16:07:20 IST	2021-08-13	16:07:20	530	244152252	_mukul	Mukul		@ABPNews @ANI @abplivenews @htTweets @timesofindia @the_hindu @TimesNow @News18UP @aajtak @ndtvindia @MORTHIndia @SanketBhondve @genvksingh	und	[{'screen_name': 'ani', 'name': 'ani', 'id': '355989081'}, {'screen_name': 'abplivenews', 'name': 'abp live', 'id': '333888813'}, {'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}, {'screen_name': 'timesofindia', 'name': 'the times of india', 'id': '134758540'}, {'screen_name': 'the_hindu', 'name': 'the hindu', 'id': '20751449'}, {'screen_name': 'timesnow', 'name': 'times now', 'id': '240649814'}, {'screen_name': 'news18up', 'name': 'news18 uttar pradesh', 'id': '219940006'}, {'screen_name': 'aajtak', 'name': 'aajtak', 'id': '42606652'}, {'screen_name': 'ndtvindia', 'name': 'ndtv india', 'id': '321271735'}, {'screen_name': 'morthindia', 'name': 'morthindia', 'id': '1221365126'}, {'screen_name': 'sanketbhondve', 'name': 'sanket bhondve', 'id': '960445058150354944'}, {'screen_name': 'genvksingh', 'name': 'general v k singh', 'id': '595263167'}]	[]	[]	1	0	0	[]	[]	https://twitter.com/_Mukul/status/1426130745672691721	False		0								[]				
1426125270570786818		1426125267735511040	2021-08-13 15:45:35 IST	2021-08-13	15:45:35	530	244152252	_mukul	Mukul		Ofcourse it is a temporary solution till farmers agitation continues. Please implement.	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/_Mukul/status/1426125270570786818	False		0								[]				
1426382781651718147		1425993025818226690	2021-08-14 08:48:50 IST	2021-08-14	08:48:50	530	1332920682531811331	harinderpabla13	Harinder Pal Singh		@dranshuljain01 @Bhupend57586764 @Kisanektamorcha Ab mujhe ya bata democracy ma janta badi ha ya sarkar.Kissan jhuka ga ya sarkar.bhai ajj tak sarkara jhuki ha .Yah to corporaters ki sarkar ha janta ki nahi.kuka Raja nahi jhukta sarkar jhukti ha	hi	[]	[]	[]	0	1	1	[]	[]	https://twitter.com/Harinderpabla13/status/1426382781651718147	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Bhupend57586764', 'name': 'Mango Man', 'id': '1336652597948661760'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426381981286158336		1425993025818226690	2021-08-14 08:45:39 IST	2021-08-14	08:45:39	530	1332920682531811331	harinderpabla13	Harinder Pal Singh		@dranshuljain01 @Bhupend57586764 @Kisanektamorcha Baki bai sahab Jain ji amm admi wasa bhi safar ho raha ha hamari sarson 4500 per quintal kharid ka Adani apko sarson oil 250 per 750 ml da raha ha....Yahi bill ma likha ha yadi corporater 4 saal ma kimmat double karta ha to koi karbai nahi ho sakti.	in	[]	[]	[]	0	1	1	[]	[]	https://twitter.com/Harinderpabla13/status/1426381981286158336	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Bhupend57586764', 'name': 'Mango Man', 'id': '1336652597948661760'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426380832453763075		1425993025818226690	2021-08-14 08:41:05 IST	2021-08-14	08:41:05	530	1332920682531811331	harinderpabla13	Harinder Pal Singh		@dranshuljain01 @Kisanektamorcha Bro apko pata ha India ma bhukh sa kitna insaan marta ha FCI waha ku nahi anaj puhchati 2 Jo kissan succied kar raha ha wo Punjab ya Haryana ka bahut kam ha.ku ka Punjab or Haryana ma Mandi bord ha baki pura India ma nahi .Isi lia Punjab aur Haryana ka kissan yada ha andolan ma	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Harinderpabla13/status/1426380832453763075	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426246290258612225		1425993025818226690	2021-08-13 23:46:28 IST	2021-08-13	23:46:28	530	1267392875869794305	dranshuljain01	anshul jain		@Bhupend57586764 @Kisanektamorcha Only FCI wasted 48000 crore ton of food grains in last few years , this is wastage of the effort of farmers , wastage of tax payers money , wastage of country’s resources, etc .Farmers are growing what they want to but not what is required	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/dranshuljain01/status/1426246290258612225	False		0								[{'screen_name': 'Bhupend57586764', 'name': 'Mango Man', 'id': '1336652597948661760'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426148630017105922		1425993025818226690	2021-08-13 17:18:24 IST	2021-08-13	17:18:24	530	1336652597948661760	bhupend57586764	Mango Man		@dranshuljain01 @Kisanektamorcha Why govt so addament on their terms with the public who elected them	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Bhupend57586764/status/1426148630017105922	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426148221949079564		1425993025818226690	2021-08-13 17:16:47 IST	2021-08-13	17:16:47	530	1336652597948661760	bhupend57586764	Mango Man		@dranshuljain01 @Kisanektamorcha One to decide the price of crops. Basically it was under state governments from day one. But, they brought it through Finance ministry and decided the fate of farmers. The farmers are not sitting there willingly. They don't want 6 K a year. They want MSP and repeal black law.	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Bhupend57586764/status/1426148221949079564	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426141211098640388		1425993025818226690	2021-08-13 16:48:55 IST	2021-08-13	16:48:55	530	1336652597948661760	bhupend57586764	Mango Man		@dranshuljain01 @Kisanektamorcha Again, I also feel that all of us have the right to ask government regarding wastage of taxpayers money. Why fuel prices are increasing day by day. Even when the crude is cheaper than before. Why they don't bring it under GST. FYI, I will tell you the centre government was no	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Bhupend57586764/status/1426141211098640388	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426139591275212800		1425993025818226690	2021-08-13 16:42:29 IST	2021-08-13	16:42:29	530	1336652597948661760	bhupend57586764	Mango Man		@dranshuljain01 @Kisanektamorcha Is there any opposition left. Sold out media, corrupt political structure. What I can see you also look like a tax payer like me. Why govt. stopped dialogue with farmers. Because, they think that they will leave away without any conclusion. But, sometimes the things go wrong.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Bhupend57586764/status/1426139591275212800	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426101869328273408		1425993025818226690	2021-08-13 14:12:35 IST	2021-08-13	14:12:35	530	1336652597948661760	bhupend57586764	Mango Man		@dranshuljain01 @Kisanektamorcha Mr. Jain, Just looking on one side of coin. If you see the other side of coin you will be able to understand the requirement of MSP. Might be you will also become supportive of the agitation.	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Bhupend57586764/status/1426101869328273408	False		0								[{'screen_name': 'dranshuljain01', 'name': 'anshul jain', 'id': '1267392875869794305'}, {'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426099535894355972		1425993025818226690	2021-08-13 14:03:19 IST	2021-08-13	14:03:19	530	1267392875869794305	dranshuljain01	anshul jain		@Kisanektamorcha Blocking work in parliament , not even a single discussion about farmers and their problems by opposition parties, how is this justified? Even congress @inc  manifesto said the same about farm laws , then why is @RahulGandhi protesting against them ?	en	[{'screen_name': 'inc', 'name': 'inc.', 'id': '16896485'}, {'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/dranshuljain01/status/1426099535894355972	False		0								[{'screen_name': 'Kisanektamorcha', 'name': 'Kisan Ekta Morcha', 'id': '1338536920066879488'}]				
1426367668748046336		1426073261243125763	2021-08-14 07:48:47 IST	2021-08-14	07:48:47	530	1352894820428214272	reshamsivia	Resham Sivia		@amaanbali #FarmersProtest	und	[]	[]	[]	0	0	0	['farmersprotest']	[]	https://twitter.com/ReshamSivia/status/1426367668748046336	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426344655306649601		1426073261243125763	2021-08-14 06:17:20 IST	2021-08-14	06:17:20	530	1426119730851729411	sukhbee65405836	Sukhbeer Singh		@amaanbali Punjab and haryana all freedom roll pay first	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Sukhbee65405836/status/1426344655306649601	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426158807827193857		1426073261243125763	2021-08-13 17:58:51 IST	2021-08-13	17:58:51	530	1240601033799110656	pendusarky	Pendu Sarky		@amaanbali They grew their crop but shut the shops and factories at places where they are camping	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/PenduSarky/status/1426158807827193857	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426074187886587906		1426073261243125763	2021-08-13 12:22:36 IST	2021-08-13	12:22:36	530	1205181195018891264	mukhtarx5	flutter		@amaanbali Thanks for sharing the statistics. Smashes the government propaganda.	en	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/MukhtarX5/status/1426074187886587906	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426073268029517826		1426073261243125763	2021-08-13 12:18:56 IST	2021-08-13	12:18:56	530	70364936	amaanbali	Amaan		9. The farmers have crossed the Delhi borders and held protests in Delhi more than 15 times in these months.   10. More than 60% of the protesting farmers are vaccinated as of now. #FarmersProtest	en	[]	[]	[]	2	46	154	['farmersprotest']	[]	https://twitter.com/amaanbali/status/1426073268029517826	False		0								[]				
1426073266003734533		1426073261243125763	2021-08-13 12:18:56 IST	2021-08-13	12:18:56	530	70364936	amaanbali	Amaan		7. The average land owned by farmers who died in agitation is 2.7 acres and average debt is 7lac.   8. The record acreage of paddy ie 62 lakh-acre took place amid farmers agitation with farmers maintaining agitation as well farms.	en	[]	[]	[]	1	42	141	[]	[]	https://twitter.com/amaanbali/status/1426073266003734533	False		0								[]				
1426073263927545856		1426073261243125763	2021-08-13 12:18:55 IST	2021-08-13	12:18:55	530	70364936	amaanbali	Amaan		4. Farmers have opposed and Gheroaed BJP, JJP and other politicians more than 500 times.   5. BJP Punjab cancelled almost 1000 meetings and functions amid farmers stir.   6. Families of 220 Farmers who died in agitation have been given jobs by PB govt.	en	[]	[]	[]	1	31	89	[]	[]	https://twitter.com/amaanbali/status/1426073263927545856	False		0								[]				
1426367668748046336		1426073261243125763	2021-08-14 07:48:47 IST	2021-08-14	07:48:47	530	1352894820428214272	reshamsivia	Resham Sivia		@amaanbali #FarmersProtest	und	[]	[]	[]	0	0	0	['farmersprotest']	[]	https://twitter.com/ReshamSivia/status/1426367668748046336	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426344655306649601		1426073261243125763	2021-08-14 06:17:20 IST	2021-08-14	06:17:20	530	1426119730851729411	sukhbee65405836	Sukhbeer Singh		@amaanbali Punjab and haryana all freedom roll pay first	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Sukhbee65405836/status/1426344655306649601	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426158807827193857		1426073261243125763	2021-08-13 17:58:51 IST	2021-08-13	17:58:51	530	1240601033799110656	pendusarky	Pendu Sarky		@amaanbali They grew their crop but shut the shops and factories at places where they are camping	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/PenduSarky/status/1426158807827193857	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426074187886587906		1426073261243125763	2021-08-13 12:22:36 IST	2021-08-13	12:22:36	530	1205181195018891264	mukhtarx5	flutter		@amaanbali Thanks for sharing the statistics. Smashes the government propaganda.	en	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/MukhtarX5/status/1426074187886587906	False		0								[{'screen_name': 'amaanbali', 'name': 'Amaan', 'id': '70364936'}]				
1426073268029517826		1426073261243125763	2021-08-13 12:18:56 IST	2021-08-13	12:18:56	530	70364936	amaanbali	Amaan		9. The farmers have crossed the Delhi borders and held protests in Delhi more than 15 times in these months.   10. More than 60% of the protesting farmers are vaccinated as of now. #FarmersProtest	en	[]	[]	[]	2	46	154	['farmersprotest']	[]	https://twitter.com/amaanbali/status/1426073268029517826	False		0								[]				
1426073266003734533		1426073261243125763	2021-08-13 12:18:56 IST	2021-08-13	12:18:56	530	70364936	amaanbali	Amaan		7. The average land owned by farmers who died in agitation is 2.7 acres and average debt is 7lac.   8. The record acreage of paddy ie 62 lakh-acre took place amid farmers agitation with farmers maintaining agitation as well farms.	en	[]	[]	[]	1	42	141	[]	[]	https://twitter.com/amaanbali/status/1426073266003734533	False		0								[]				
1426073263927545856		1426073261243125763	2021-08-13 12:18:55 IST	2021-08-13	12:18:55	530	70364936	amaanbali	Amaan		4. Farmers have opposed and Gheroaed BJP, JJP and other politicians more than 500 times.   5. BJP Punjab cancelled almost 1000 meetings and functions amid farmers stir.   6. Families of 220 Farmers who died in agitation have been given jobs by PB govt.	en	[]	[]	[]	1	31	89	[]	[]	https://twitter.com/amaanbali/status/1426073263927545856	False		0								[]				
1426090577381281795		1426052599241916417	2021-08-13 13:27:43 IST	2021-08-13	13:27:43	530	76475940	divsbabs	Divya Saxena Rastogi -दिव्या सक्सेना रस्तोगी		@kkalpu @upma23 @narendramodi Exactly..So True .. the problem with Indians they can’t speak up at all.. India ko gaali dene ke liye no.1 but udhar chup rehte hai.. they have same attitude all over the world..mostly invest in those countries bas bolte nahi koi bhi	en	[]	[]	[]	0	1	1	[]	[]	https://twitter.com/Divsbabs/status/1426090577381281795	False		0								[{'screen_name': 'kkalpu', 'name': 'Kalpana 🇮🇳', 'id': '57313997'}, {'screen_name': 'upma23', 'name': 'Keep Smiling', 'id': '113655965'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]				
1426057115186212864		1426052599241916417	2021-08-13 11:14:45 IST	2021-08-13	11:14:45	530	828942752503197696	sriramya21	Ramya Iyer🇮🇳(NaMo Bajan Mandali)		@kkalpu @upma23 @narendramodi Let the liberals suffer !	en	[]	[]	[]	0	1	0	[]	[]	https://twitter.com/SriRamya21/status/1426057115186212864	False		0								[{'screen_name': 'kkalpu', 'name': 'Kalpana 🇮🇳', 'id': '57313997'}, {'screen_name': 'upma23', 'name': 'Keep Smiling', 'id': '113655965'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]				
1426056863037132802		1426052599241916417	2021-08-13 11:13:45 IST	2021-08-13	11:13:45	530	113655965	upma23	Keep Smiling		@kkalpu @narendramodi Most are khalistanis there	en	[]	[]	[]	1	1	1	[]	[]	https://twitter.com/upma23/status/1426056863037132802	False		0								[{'screen_name': 'kkalpu', 'name': 'Kalpana 🇮🇳', 'id': '57313997'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]				
1426096671293804545		1425135733744947205	2021-08-13 13:51:56 IST	2021-08-13	13:51:56	530	2333331306	lyallebenezer	Ebenezer Lyall		@VikasSofat1 @sunilssihag @BefittingFacts @ANI Sidhu was the one who agitated farmers a day before they were to depart for Delhi! He gave inflammatory speeches without consent and became a defector to the whole sacred protest which was non-violent in nature! This was due to stupid people being provocated!	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/LyallEbenezer/status/1426096671293804545	False		0								[{'screen_name': 'VikasSofat1', 'name': 'Vikas Sofat', 'id': '1257647776562917376'}, {'screen_name': 'sunilssihag', 'name': 'Sunil Sihag', 'id': '132868135'}, {'screen_name': 'BefittingFacts', 'name': 'Facts', 'id': '1289235667516456962'}, {'screen_name': 'ANI', 'name': 'ANI', 'id': '355989081'}]				
